Repository Name,Repository URI,Created Date,Registry ID
peoplise-competency-service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/peoplise-competency-service,2023-05-15T15:26:54+03:00,293515758805
hcm-employee-dashboard-react,293515758805.dkr.ecr.eu-west-1.amazonaws.com/hcm-employee-dashboard-react,2023-05-15T17:01:32+03:00,293515758805
peoplise-assessment-center-provider-casebot,293515758805.dkr.ecr.eu-west-1.amazonaws.com/peoplise-assessment-center-provider-casebot,2023-06-13T15:32:38+03:00,293515758805
hcm-notification-service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/hcm-notification-service,2023-06-13T16:10:24+03:00,293515758805
nafcore_applauncher_service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/nafcore_applauncher_service,2023-06-19T17:05:55+03:00,293515758805
ldp-870a003e-54d4-47f7-93c4-8757b87fe41f,293515758805.dkr.ecr.eu-west-1.amazonaws.com/ldp-870a003e-54d4-47f7-93c4-8757b87fe41f,2023-07-25T11:35:32.352000+03:00,293515758805
partnerpalenui,293515758805.dkr.ecr.eu-west-1.amazonaws.com/partnerpalenui,2023-10-02T09:25:19.412000+03:00,293515758805
partnerpanel-mw,293515758805.dkr.ecr.eu-west-1.amazonaws.com/partnerpanel-mw,2023-10-02T09:28:46.833000+03:00,293515758805
peoplise-approval-service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/peoplise-approval-service,2023-12-01T11:35:12.438000+03:00,293515758805
distributorpanel-mw,293515758805.dkr.ecr.eu-west-1.amazonaws.com/distributorpanel-mw,2023-12-11T14:26:45.518000+03:00,293515758805
phoenix-admin-service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/phoenix-admin-service,2024-02-23T15:50:39.726000+03:00,293515758805
peoplise-job-description-react-service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/peoplise-job-description-react-service,2024-02-27T13:33:30.924000+03:00,293515758805
hcm-hrbp-dashboard-react,293515758805.dkr.ecr.eu-west-1.amazonaws.com/hcm-hrbp-dashboard-react,2024-03-15T16:12:06.019000+03:00,293515758805
sohoweb-ui,293515758805.dkr.ecr.eu-west-1.amazonaws.com/sohoweb-ui,2024-05-08T09:03:18.216000+03:00,293515758805
loadbalancertest,293515758805.dkr.ecr.eu-west-1.amazonaws.com/loadbalancertest,2018-04-16T13:50:18+03:00,293515758805
grc-activworks,293515758805.dkr.ecr.eu-west-1.amazonaws.com/grc-activworks,2018-06-08T16:01:51+03:00,293515758805
nginx-api,293515758805.dkr.ecr.eu-west-1.amazonaws.com/nginx-api,2018-06-12T16:04:08+03:00,293515758805
pinger,293515758805.dkr.ecr.eu-west-1.amazonaws.com/pinger,2018-06-18T21:17:42+03:00,293515758805
jugnu,293515758805.dkr.ecr.eu-west-1.amazonaws.com/jugnu,2018-07-05T16:01:08+03:00,293515758805
payroll-service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/payroll-service,2018-07-18T15:42:10+03:00,293515758805
mobile-facade-service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/mobile-facade-service,2018-07-19T14:49:56+03:00,293515758805
nafcoremessageregistry,293515758805.dkr.ecr.eu-west-1.amazonaws.com/nafcoremessageregistry,2018-09-04T10:50:05+03:00,293515758805
cockpit-service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/cockpit-service,2018-09-09T18:59:50+03:00,293515758805
elogo-coldstorage,293515758805.dkr.ecr.eu-west-1.amazonaws.com/elogo-coldstorage,2018-12-21T15:48:57+03:00,293515758805
hivemetastore210,293515758805.dkr.ecr.eu-west-1.amazonaws.com/hivemetastore210,2019-01-15T15:00:46+03:00,293515758805
elogorestapi,293515758805.dkr.ecr.eu-west-1.amazonaws.com/elogorestapi,2019-02-11T16:55:15+03:00,293515758805
hdfs_api,293515758805.dkr.ecr.eu-west-1.amazonaws.com/hdfs_api,2019-04-09T13:42:22+03:00,293515758805
sampleaspnetcoremvc,293515758805.dkr.ecr.eu-west-1.amazonaws.com/sampleaspnetcoremvc,2019-05-13T16:00:34+03:00,293515758805
ml_visualization,293515758805.dkr.ecr.eu-west-1.amazonaws.com/ml_visualization,2019-05-16T14:26:53+03:00,293515758805
dct,293515758805.dkr.ecr.eu-west-1.amazonaws.com/dct,2019-07-03T15:02:10+03:00,293515758805
ml_ui,293515758805.dkr.ecr.eu-west-1.amazonaws.com/ml_ui,2019-09-09T16:37:20+03:00,293515758805
isbasicom,293515758805.dkr.ecr.eu-west-1.amazonaws.com/isbasicom,2019-10-08T15:55:07+03:00,293515758805
ml-hiveapi,293515758805.dkr.ecr.eu-west-1.amazonaws.com/ml-hiveapi,2019-10-22T14:20:49+03:00,293515758805
thingsboard/tb-http-transport,293515758805.dkr.ecr.eu-west-1.amazonaws.com/thingsboard/tb-http-transport,2020-02-19T14:23:23+03:00,293515758805
thingsboard/tb-node,293515758805.dkr.ecr.eu-west-1.amazonaws.com/thingsboard/tb-node,2020-02-19T14:23:40+03:00,293515758805
deneme,293515758805.dkr.ecr.eu-west-1.amazonaws.com/deneme,2020-02-25T15:11:17+03:00,293515758805
soho-bank-mw,293515758805.dkr.ecr.eu-west-1.amazonaws.com/soho-bank-mw,2020-04-22T17:02:08+03:00,293515758805
soho-bank-ui,293515758805.dkr.ecr.eu-west-1.amazonaws.com/soho-bank-ui,2020-05-27T11:33:13+03:00,293515758805
peoplisepanelservice,293515758805.dkr.ecr.eu-west-1.amazonaws.com/peoplisepanelservice,2020-07-27T13:18:38+03:00,293515758805
payroll-ui,293515758805.dkr.ecr.eu-west-1.amazonaws.com/payroll-ui,2018-07-24T11:48:34+03:00,293515758805
backup-assistant,293515758805.dkr.ecr.eu-west-1.amazonaws.com/backup-assistant,2020-10-23T11:11:09+03:00,293515758805
iothub3,293515758805.dkr.ecr.eu-west-1.amazonaws.com/iothub3,2020-10-23T12:23:28+03:00,293515758805
pgadmin,293515758805.dkr.ecr.eu-west-1.amazonaws.com/pgadmin,2020-10-26T13:56:03+03:00,293515758805
talent-management-ui,293515758805.dkr.ecr.eu-west-1.amazonaws.com/talent-management-ui,2020-11-27T13:37:02+03:00,293515758805
talent-management-service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/talent-management-service,2020-11-27T13:37:13+03:00,293515758805
nafcore_sampleapprazor_service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/nafcore_sampleapprazor_service,2020-12-08T21:22:34+03:00,293515758805
grc-logservice,293515758805.dkr.ecr.eu-west-1.amazonaws.com/grc-logservice,2021-02-12T14:33:31+03:00,293515758805
nafcore_polaris_service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/nafcore_polaris_service,2021-04-05T23:32:43+03:00,293515758805
dedicated_saaserp,293515758805.dkr.ecr.eu-west-1.amazonaws.com/dedicated_saaserp,2021-09-01T17:30:28+03:00,293515758805
soho-webhook,293515758805.dkr.ecr.eu-west-1.amazonaws.com/soho-webhook,2022-02-21T11:46:56+03:00,293515758805
lbs-hyperledger-fabric-client,293515758805.dkr.ecr.eu-west-1.amazonaws.com/lbs-hyperledger-fabric-client,2022-03-29T10:35:19+03:00,293515758805
nafcore_cloudcontrolnet6_service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/nafcore_cloudcontrolnet6_service,2022-06-07T15:32:47+03:00,293515758805
nafcore_messageregistrynet6_service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/nafcore_messageregistrynet6_service,2022-06-10T09:39:32+03:00,293515758805
nafcore_reportdesignernet6_service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/nafcore_reportdesignernet6_service,2022-06-10T10:02:14+03:00,293515758805
soho-v3-ui-tr,293515758805.dkr.ecr.eu-west-1.amazonaws.com/soho-v3-ui-tr,2022-06-24T09:35:23+03:00,293515758805
grc-rsocket-server,293515758805.dkr.ecr.eu-west-1.amazonaws.com/grc-rsocket-server,2022-08-01T15:15:45+03:00,293515758805
peoplise-video-ms,293515758805.dkr.ecr.eu-west-1.amazonaws.com/peoplise-video-ms,2022-08-02T17:49:03+03:00,293515758805
ldp-base,293515758805.dkr.ecr.eu-west-1.amazonaws.com/ldp-base,2022-09-21T09:34:22+03:00,293515758805
sso_poc,293515758805.dkr.ecr.eu-west-1.amazonaws.com/sso_poc,2022-10-11T15:34:38+03:00,293515758805
nafcore_hangfirenet6_service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/nafcore_hangfirenet6_service,2022-11-03T22:49:56+03:00,293515758805
ldp-5e151ce6-a7a7-488a-bc08-0649184c1128,293515758805.dkr.ecr.eu-west-1.amazonaws.com/ldp-5e151ce6-a7a7-488a-bc08-0649184c1128,2022-11-22T15:05:54+03:00,293515758805
ldpchangenotification-service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/ldpchangenotification-service,2022-12-06T15:57:26+03:00,293515758805
hcm-business-card-service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/hcm-business-card-service,2022-12-29T10:14:23+03:00,293515758805
hcm-host-app-react,293515758805.dkr.ecr.eu-west-1.amazonaws.com/hcm-host-app-react,2023-02-07T17:05:51+03:00,293515758805
ldpdeveloperportal-service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/ldpdeveloperportal-service,2023-02-17T15:46:51+03:00,293515758805
mariana,293515758805.dkr.ecr.eu-west-1.amazonaws.com/mariana,2023-04-06T21:48:38+03:00,293515758805
peoplise-core-aggregation,293515758805.dkr.ecr.eu-west-1.amazonaws.com/peoplise-core-aggregation,2023-05-15T16:22:51+03:00,293515758805
soho-versioncheck,293515758805.dkr.ecr.eu-west-1.amazonaws.com/soho-versioncheck,2023-05-31T14:48:17+03:00,293515758805
ldp-762b8231-b739-4553-9dbc-b53fe546f36a,293515758805.dkr.ecr.eu-west-1.amazonaws.com/ldp-762b8231-b739-4553-9dbc-b53fe546f36a,2023-07-04T15:30:40+03:00,293515758805
soho-utilkit,293515758805.dkr.ecr.eu-west-1.amazonaws.com/soho-utilkit,2023-07-25T13:26:52.882000+03:00,293515758805
nafcore_cns_service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/nafcore_cns_service,2023-08-03T14:31:57.308000+03:00,293515758805
peoplise-potential-indicator-service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/peoplise-potential-indicator-service,2023-08-14T13:31:51.167000+03:00,293515758805
grc-license-service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/grc-license-service,2024-01-23T09:49:57.643000+03:00,293515758805
peoplise-posting-center-service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/peoplise-posting-center-service,2024-04-03T18:17:44.762000+03:00,293515758805
peoplise-components,293515758805.dkr.ecr.eu-west-1.amazonaws.com/peoplise-components,2024-05-14T13:12:26.655000+03:00,293515758805
nafcoresettings,293515758805.dkr.ecr.eu-west-1.amazonaws.com/nafcoresettings,2018-04-17T14:13:34+03:00,293515758805
job,293515758805.dkr.ecr.eu-west-1.amazonaws.com/job,2018-06-08T15:59:20+03:00,293515758805
discovery,293515758805.dkr.ecr.eu-west-1.amazonaws.com/discovery,2018-06-08T15:59:47+03:00,293515758805
localization,293515758805.dkr.ecr.eu-west-1.amazonaws.com/localization,2018-06-08T16:01:13+03:00,293515758805
grc-forms,293515758805.dkr.ecr.eu-west-1.amazonaws.com/grc-forms,2018-06-08T16:01:43+03:00,293515758805
logo-elasticsearch,293515758805.dkr.ecr.eu-west-1.amazonaws.com/logo-elasticsearch,2018-06-19T14:47:05+03:00,293515758805
logo-kibana,293515758805.dkr.ecr.eu-west-1.amazonaws.com/logo-kibana,2018-06-19T14:47:16+03:00,293515758805
grc-documentservice,293515758805.dkr.ecr.eu-west-1.amazonaws.com/grc-documentservice,2018-06-21T20:54:40+03:00,293515758805
dynamiclb,293515758805.dkr.ecr.eu-west-1.amazonaws.com/dynamiclb,2018-06-25T13:27:18+03:00,293515758805
isbasi-ui,293515758805.dkr.ecr.eu-west-1.amazonaws.com/isbasi-ui,2018-06-26T20:44:27+03:00,293515758805
sockettest,293515758805.dkr.ecr.eu-west-1.amazonaws.com/sockettest,2018-07-06T16:00:13+03:00,293515758805
nafcore_report_designer,293515758805.dkr.ecr.eu-west-1.amazonaws.com/nafcore_report_designer,2018-07-11T15:05:29+03:00,293515758805
nafcore_dashboard,293515758805.dkr.ecr.eu-west-1.amazonaws.com/nafcore_dashboard,2018-09-12T14:56:32+03:00,293515758805
cockpit-ui,293515758805.dkr.ecr.eu-west-1.amazonaws.com/cockpit-ui,2018-10-22T10:34:21+03:00,293515758805
netisi_service_poc,293515758805.dkr.ecr.eu-west-1.amazonaws.com/netisi_service_poc,2018-10-31T15:52:10+03:00,293515758805
hive210,293515758805.dkr.ecr.eu-west-1.amazonaws.com/hive210,2019-01-15T14:57:05+03:00,293515758805
ml_dashboard,293515758805.dkr.ecr.eu-west-1.amazonaws.com/ml_dashboard,2019-02-11T16:38:12+03:00,293515758805
mltransformer_api,293515758805.dkr.ecr.eu-west-1.amazonaws.com/mltransformer_api,2019-02-20T13:20:53+03:00,293515758805
jupyterhub-jupyter,293515758805.dkr.ecr.eu-west-1.amazonaws.com/jupyterhub-jupyter,2019-03-26T15:38:37+03:00,293515758805
nifi_api,293515758805.dkr.ecr.eu-west-1.amazonaws.com/nifi_api,2019-04-29T10:06:36+03:00,293515758805
grc-avaz,293515758805.dkr.ecr.eu-west-1.amazonaws.com/grc-avaz,2019-05-14T17:59:14+03:00,293515758805
dct_nifi_api,293515758805.dkr.ecr.eu-west-1.amazonaws.com/dct_nifi_api,2019-08-22T10:09:37+03:00,293515758805
ldp-delivery,293515758805.dkr.ecr.eu-west-1.amazonaws.com/ldp-delivery,2019-09-27T15:10:28+03:00,293515758805
deployment_api,293515758805.dkr.ecr.eu-west-1.amazonaws.com/deployment_api,2019-10-01T13:27:07+03:00,293515758805
ml_jobrunner,293515758805.dkr.ecr.eu-west-1.amazonaws.com/ml_jobrunner,2019-10-02T09:17:13+03:00,293515758805
logo-xslt,293515758805.dkr.ecr.eu-west-1.amazonaws.com/logo-xslt,2020-02-06T10:35:38+03:00,293515758805
thingsboard/tb-coap-transport,293515758805.dkr.ecr.eu-west-1.amazonaws.com/thingsboard/tb-coap-transport,2020-02-19T14:23:12+03:00,293515758805
thingsboard/tb-js-executor,293515758805.dkr.ecr.eu-west-1.amazonaws.com/thingsboard/tb-js-executor,2020-02-19T14:23:59+03:00,293515758805
oguzpostgresqldotnetcore3,293515758805.dkr.ecr.eu-west-1.amazonaws.com/oguzpostgresqldotnetcore3,2020-03-02T13:55:41+03:00,293515758805
sohomw-v2-tr,293515758805.dkr.ecr.eu-west-1.amazonaws.com/sohomw-v2-tr,2020-04-13T12:16:09+03:00,293515758805
soho-v2-ui-tr,293515758805.dkr.ecr.eu-west-1.amazonaws.com/soho-v2-ui-tr,2020-04-13T13:14:24+03:00,293515758805
test-soho-ui,293515758805.dkr.ecr.eu-west-1.amazonaws.com/test-soho-ui,2021-01-15T17:57:05+03:00,293515758805
translation,293515758805.dkr.ecr.eu-west-1.amazonaws.com/translation,2021-02-13T20:48:26+03:00,293515758805
soho-crawler-mw,293515758805.dkr.ecr.eu-west-1.amazonaws.com/soho-crawler-mw,2021-06-11T12:22:25+03:00,293515758805
redistest,293515758805.dkr.ecr.eu-west-1.amazonaws.com/redistest,2021-10-05T21:55:55+03:00,293515758805
microsoftaspnetcore21,293515758805.dkr.ecr.eu-west-1.amazonaws.com/microsoftaspnetcore21,2021-10-11T17:19:28+03:00,293515758805
polaris-ml-service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/polaris-ml-service,2022-01-28T15:11:50+03:00,293515758805
soho-devportal-v1,293515758805.dkr.ecr.eu-west-1.amazonaws.com/soho-devportal-v1,2022-03-03T14:17:21+03:00,293515758805
soho-cap-mw,293515758805.dkr.ecr.eu-west-1.amazonaws.com/soho-cap-mw,2022-03-28T11:37:55+03:00,293515758805
nafcore_idmnet6_service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/nafcore_idmnet6_service,2022-06-07T15:37:26+03:00,293515758805
nafcore_dashboardnet6_service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/nafcore_dashboardnet6_service,2022-06-07T15:38:44+03:00,293515758805
nafcore_authorizationnet6_service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/nafcore_authorizationnet6_service,2022-06-07T15:40:13+03:00,293515758805
talent-management-admin,293515758805.dkr.ecr.eu-west-1.amazonaws.com/talent-management-admin,2022-06-08T18:33:08+03:00,293515758805
peoplise-app,293515758805.dkr.ecr.eu-west-1.amazonaws.com/peoplise-app,2022-08-01T12:16:31+03:00,293515758805
peoplise-hangfire,293515758805.dkr.ecr.eu-west-1.amazonaws.com/peoplise-hangfire,2022-08-01T12:16:40+03:00,293515758805
ldp-b174e991-3a4f-4288-bf0a-54045bb437ea,293515758805.dkr.ecr.eu-west-1.amazonaws.com/ldp-b174e991-3a4f-4288-bf0a-54045bb437ea,2022-09-21T11:19:48+03:00,293515758805
hcm-employee-directory-service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/hcm-employee-directory-service,2022-12-30T16:35:50+03:00,293515758805
hcm-aggregation,293515758805.dkr.ecr.eu-west-1.amazonaws.com/hcm-aggregation,2023-02-07T17:05:31+03:00,293515758805
hcm-recognise-service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/hcm-recognise-service,2023-03-09T17:38:39+03:00,293515758805
soho-ui,293515758805.dkr.ecr.eu-west-1.amazonaws.com/soho-ui,2019-07-19T15:41:34+03:00,293515758805
ldp-4814f9cb-5bd2-43e0-b5c6-87bde6016363,293515758805.dkr.ecr.eu-west-1.amazonaws.com/ldp-4814f9cb-5bd2-43e0-b5c6-87bde6016363,2023-06-12T13:42:26+03:00,293515758805
peoplise-competency-ui,293515758805.dkr.ecr.eu-west-1.amazonaws.com/peoplise-competency-ui,2023-07-14T15:53:47.509000+03:00,293515758805
peoplise-competency-bulk-data-manager,293515758805.dkr.ecr.eu-west-1.amazonaws.com/peoplise-competency-bulk-data-manager,2023-07-14T16:00:44.140000+03:00,293515758805
ldp-a8cf12aa-5ff5-4eda-9391-63c4386bf5cc,293515758805.dkr.ecr.eu-west-1.amazonaws.com/ldp-a8cf12aa-5ff5-4eda-9391-63c4386bf5cc,2023-08-10T09:49:10.160000+03:00,293515758805
ldp-d30fbd51-3be5-4396-b9f1-ad723e3b611a,293515758805.dkr.ecr.eu-west-1.amazonaws.com/ldp-d30fbd51-3be5-4396-b9f1-ad723e3b611a,2023-08-18T14:06:38.887000+03:00,293515758805
hcm-manager-dashboard-react,293515758805.dkr.ecr.eu-west-1.amazonaws.com/hcm-manager-dashboard-react,2023-10-13T14:50:50.151000+03:00,293515758805
soho-distpanel-ui,293515758805.dkr.ecr.eu-west-1.amazonaws.com/soho-distpanel-ui,2023-12-11T14:27:04.842000+03:00,293515758805
grc-transform-service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/grc-transform-service,2024-01-05T16:57:30.319000+03:00,293515758805
phoenix_ui,293515758805.dkr.ecr.eu-west-1.amazonaws.com/phoenix_ui,2024-02-13T15:17:46.204000+03:00,293515758805
phoenix-definitions-service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/phoenix-definitions-service,2024-02-23T15:08:01.837000+03:00,293515758805
datadog-agent,293515758805.dkr.ecr.eu-west-1.amazonaws.com/datadog-agent,2024-03-18T22:33:53.069000+03:00,293515758805
hcm-chro-dashboard-react,293515758805.dkr.ecr.eu-west-1.amazonaws.com/hcm-chro-dashboard-react,2024-05-23T11:06:37.297000+03:00,293515758805
grc-notification-mobile,293515758805.dkr.ecr.eu-west-1.amazonaws.com/grc-notification-mobile,2024-07-25T17:02:37.769000+03:00,293515758805
soho-reactapp,293515758805.dkr.ecr.eu-west-1.amazonaws.com/soho-reactapp,2024-08-12T10:35:08.254000+03:00,293515758805
reporting,293515758805.dkr.ecr.eu-west-1.amazonaws.com/reporting,2018-06-08T16:00:51+03:00,293515758805
nafcore_diagnose_service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/nafcore_diagnose_service,2018-06-21T15:41:54+03:00,293515758805
nafcore_release_control,293515758805.dkr.ecr.eu-west-1.amazonaws.com/nafcore_release_control,2018-07-16T16:58:20+03:00,293515758805
payroll-mobile-service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/payroll-mobile-service,2018-07-19T11:21:00+03:00,293515758805
nafcore_menu_service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/nafcore_menu_service,2018-09-12T14:55:53+03:00,293515758805
nafcore_hangfire,293515758805.dkr.ecr.eu-west-1.amazonaws.com/nafcore_hangfire,2018-09-18T09:22:44+03:00,293515758805
jupyter,293515758805.dkr.ecr.eu-west-1.amazonaws.com/jupyter,2019-01-07T15:13:19+03:00,293515758805
ml_api,293515758805.dkr.ecr.eu-west-1.amazonaws.com/ml_api,2019-02-01T13:27:44+03:00,293515758805
cron_api,293515758805.dkr.ecr.eu-west-1.amazonaws.com/cron_api,2019-02-20T13:20:16+03:00,293515758805
nafcore_cloudcontrol_service,293515758805.dkr.ecr.eu-west-1.amazonaws.com/nafcore_cloudcontrol_service,2019-03-27T17:39:52+03:00,293515758805
grc-avaz-broker,293515758805.dkr.ecr.eu-west-1.amazonaws.com/grc-avaz-broker,2019-05-14T18:20:34+03:00,293515758805
lowcodewebdesignertest,293515758805.dkr.ecr.eu-west-1.amazonaws.com/lowcodewebdesignertest,2019-05-20T14:21:03+03:00,293515758805
